,date,text,is_pinned,attachments,post_source,comments,likes,reposts,views,len_text,post_source_id,year,month,dayofweek,hour
0,2022-10-10 10:14:08,,1.0,1,vk,1,22,11,1096,0,1,2022,10,0,10
1,2022-11-09 16:08:40,"Песни из последних альбомов Родины, Цыганят, Коммунизма от Манагера -",0.0,9,vk,0,6,1,144,69,1,2022,11,2,16
